,redeem_status,name,bonus,cumulativevalue,netvalue,fund_id,daily_growth_rate,apply_status,netvalue_date
0,开放赎回,华夏双债增强债券A,,1.3930,1.173,47,0.17%,开放申购,2018-03-27
1,开放赎回,华夏双债增强债券A,,1.3910,1.171,47,0.09%,开放申购,2018-03-26
2,开放赎回,华夏双债增强债券A,,1.3900,1.17,47,-0.34%,开放申购,2018-03-23
3,开放赎回,华夏双债增强债券A,,1.3940,1.174,47,-0.09%,开放申购,2018-03-22
4,开放赎回,华夏双债增强债券A,,1.3950,1.175,47,-0.09%,开放申购,2018-03-21
5,开放赎回,华夏双债增强债券A,,1.3960,1.176,47,0.00%,开放申购,2018-03-20
6,开放赎回,长盛纯债债券C,,1.2180,1.06,52,-0.09%,开放申购,2018-03-27
7,开放赎回,长盛纯债债券C,,1.2190,1.061,52,0.00%,开放申购,2018-03-26
8,开放赎回,长盛纯债债券C,,1.2190,1.061,52,0.09%,开放申购,2018-03-23
9,开放赎回,长盛纯债债券C,,1.2180,1.06,52,0.09%,开放申购,2018-03-22
10,开放赎回,长盛纯债债券C,,1.2170,1.059,52,0.00%,开放申购,2018-03-21
11,开放赎回,华夏双债增强债券A,,1.3960,1.176,47,0.09%,开放申购,2018-03-19
12,开放赎回,华夏双债增强债券A,,1.3950,1.175,47,0.00%,开放申购,2018-03-16
13,开放赎回,华夏双债增强债券A,,1.3950,1.175,47,0.00%,开放申购,2018-03-15
14,开放赎回,华夏双债增强债券A,,1.3950,1.175,47,-0.09%,开放申购,2018-03-14
15,开放赎回,长盛纯债债券C,,1.2170,1.059,52,0.09%,开放申购,2018-03-20
16,开放赎回,长盛纯债债券C,,1.2160,1.058,52,0.00%,开放申购,2018-03-19
17,开放赎回,长盛纯债债券C,,1.2160,1.058,52,0.00%,开放申购,2018-03-16
18,开放赎回,长盛纯债债券C,,1.2160,1.058,52,0.09%,开放申购,2018-03-15
19,开放赎回,长盛纯债债券C,,1.2150,1.057,52,0.00%,开放申购,2018-03-14
20,开放赎回,鹏华双债增利债券,,1.2958,1.1758,54,0.06%,开放申购,2018-03-27
21,开放赎回,鹏华双债增利债券,,1.2951,1.1751,54,-0.05%,开放申购,2018-03-26
22,开放赎回,鹏华双债增利债券,,1.2957,1.1757,54,-0.25%,开放申购,2018-03-23
23,开放赎回,鹏华双债增利债券,,1.2987,1.1787,54,-0.11%,开放申购,2018-03-22
24,开放赎回,鹏华双债增利债券,,1.3000,1.18,54,-0.08%,开放申购,2018-03-21
25,开放赎回,鹏华双债增利债券,,1.3010,1.181,54,0.15%,开放申购,2018-03-20
26,开放赎回,鹏华双债增利债券,,1.2992,1.1792,54,-0.15%,开放申购,2018-03-19
27,开放赎回,国联安保本混合,,1.1870,1.0132,58,0.03%,开放申购,2018-03-27
28,开放赎回,国联安保本混合,,1.1867,1.0129,58,0.03%,开放申购,2018-03-26
29,开放赎回,国联安保本混合,,1.1863,1.0126,58,0.03%,开放申购,2018-03-23
30,开放赎回,国联安保本混合,,1.1860,1.0123,58,0.02%,开放申购,2018-03-22
31,开放赎回,国联安保本混合,,1.1857,1.0121,58,0.02%,开放申购,2018-03-21
32,开放赎回,国联安保本混合,,1.1855,1.0119,58,0.04%,开放申购,2018-03-20
33,开放赎回,鹏华实业债纯债债券,,1.3593,1.3492,53,0.01%,开放申购,2018-03-27
34,开放赎回,鹏华实业债纯债债券,,1.3591,1.349,53,-0.05%,开放申购,2018-03-26
35,开放赎回,鹏华实业债纯债债券,,1.3598,1.3497,53,0.54%,开放申购,2018-03-23
36,开放赎回,鹏华双债增利债券,,1.3010,1.181,54,-0.13%,开放申购,2018-03-16
37,开放赎回,鹏华双债增利债券,,1.3025,1.1825,54,0.08%,开放申购,2018-03-15
38,开放赎回,鹏华双债增利债券,,1.3016,1.1816,54,0.03%,开放申购,2018-03-14
39,开放赎回,国联安保本混合,,1.1850,1.0115,58,0.02%,开放申购,2018-03-19
40,开放赎回,国联安保本混合,,1.1848,1.0113,58,-0.01%,开放申购,2018-03-16
41,开放赎回,国联安保本混合,,1.1849,1.0114,58,0.05%,开放申购,2018-03-15
42,开放赎回,国联安保本混合,,1.1843,1.0109,58,-0.02%,开放申购,2018-03-14
43,开放赎回,华夏双债增强债券C,,1.3760,1.161,48,0.17%,开放申购,2018-03-27
44,开放赎回,华夏双债增强债券C,,1.3740,1.159,48,0.00%,开放申购,2018-03-26
45,开放赎回,华夏双债增强债券C,,1.3740,1.159,48,-0.26%,开放申购,2018-03-23
46,开放赎回,鹏华实业债纯债债券,,1.3526,1.3425,53,0.16%,开放申购,2018-03-22
47,开放赎回,鹏华实业债纯债债券,,1.3505,1.3404,53,0.00%,开放申购,2018-03-21
48,开放赎回,鹏华实业债纯债债券,,1.3505,1.3404,53,0.16%,开放申购,2018-03-20
49,开放赎回,鹏华实业债纯债债券,,1.3483,1.3382,53,0.01%,开放申购,2018-03-19
50,开放赎回,鹏华实业债纯债债券,,1.3482,1.3381,53,0.00%,开放申购,2018-03-16
51,开放赎回,华夏双债增强债券C,,1.3770,1.162,48,-0.09%,开放申购,2018-03-22
52,开放赎回,华夏双债增强债券C,,1.3780,1.163,48,-0.09%,开放申购,2018-03-21
53,开放赎回,华夏双债增强债券C,,1.3790,1.164,48,0.00%,开放申购,2018-03-20
54,开放赎回,华夏双债增强债券C,,1.3790,1.164,48,0.00%,开放申购,2018-03-19
55,开放赎回,华夏双债增强债券C,,1.3790,1.164,48,0.09%,开放申购,2018-03-16
56,开放赎回,华夏双债增强债券C,,1.3780,1.163,48,0.00%,开放申购,2018-03-15
57,开放赎回,华夏双债增强债券C,,1.3780,1.163,48,-0.09%,开放申购,2018-03-14
58,开放赎回,中证财通可持续发展100指,,1.6661,1.6661,42,0.83%,开放申购,2018-03-27
59,开放赎回,中证财通可持续发展100指,,1.6524,1.6524,42,-1.03%,开放申购,2018-03-26
60,开放赎回,中证财通可持续发展100指,,1.6696,1.6696,42,-2.63%,开放申购,2018-03-23
61,开放赎回,中证财通可持续发展100指,,1.7147,1.7147,42,-0.90%,开放申购,2018-03-22
62,开放赎回,中证财通可持续发展100指,,1.7303,1.7303,42,-0.48%,开放申购,2018-03-21
63,开放赎回,中证财通可持续发展100指,,1.7387,1.7387,42,0.19%,开放申购,2018-03-20
64,开放赎回,鹏华实业债纯债债券,,1.3482,1.3381,53,0.10%,开放申购,2018-03-15
65,开放赎回,鹏华实业债纯债债券,,1.3469,1.3368,53,-0.02%,开放申购,2018-03-14
66,开放赎回,中证财通可持续发展100指,,1.7354,1.7354,42,-0.41%,开放申购,2018-03-19
67,开放赎回,中证财通可持续发展100指,,1.7425,1.7425,42,-0.80%,开放申购,2018-03-16
68,开放赎回,中证财通可持续发展100指,,1.7566,1.7566,42,0.14%,开放申购,2018-03-15
69,开放赎回,中证财通可持续发展100指,,1.7541,1.7541,42,-0.15%,开放申购,2018-03-14
70,开放赎回,长城久利保本混合,,1.8790,1.015,30,-0.10%,开放申购,2018-03-27
71,开放赎回,长城久利保本混合,,1.8810,1.016,30,0.10%,开放申购,2018-03-26
72,开放赎回,长城久利保本混合,,1.8790,1.015,30,0.10%,开放申购,2018-03-23
73,开放赎回,长城久利保本混合,,1.8770,1.014,30,0.10%,开放申购,2018-03-22
74,开放赎回,华夏成长,,3.5220,1.111,1,0.73%,开放申购,2018-03-27
75,开放赎回,华夏成长,,3.5140,1.103,1,1.01%,开放申购,2018-03-26
76,开放赎回,华夏成长,,3.5030,1.092,1,-2.59%,开放申购,2018-03-23
77,开放赎回,华夏成长,,3.5320,1.121,1,-1.15%,开放申购,2018-03-22
78,开放赎回,华夏成长,,3.5450,1.134,1,-0.70%,开放申购,2018-03-21
79,开放赎回,工银产业债B,,1.4190,1.279,46,0.16%,开放申购,2018-03-27
80,开放赎回,工银产业债B,,1.4170,1.277,46,-0.08%,开放申购,2018-03-26
81,开放赎回,工银产业债B,,1.4180,1.278,46,-0.23%,开放申购,2018-03-23
82,开放赎回,工银产业债B,,1.4210,1.281,46,-0.16%,开放申购,2018-03-22
83,开放赎回,工银产业债B,,1.4230,1.283,46,-0.08%,开放申购,2018-03-21
84,开放赎回,工银产业债B,,1.4240,1.284,46,0.08%,开放申购,2018-03-20
85,开放赎回,易方达信用债债券A,,1.2540,1.254,32,-0.08%,限制大额申购,2018-03-27
86,开放赎回,易方达信用债债券A,,1.2550,1.255,32,0.08%,限制大额申购,2018-03-26
87,开放赎回,易方达信用债债券A,,1.2540,1.254,32,0.16%,限制大额申购,2018-03-23
88,开放赎回,易方达信用债债券A,,1.2520,1.252,32,0.08%,限制大额申购,2018-03-22
89,开放赎回,易方达信用债债券A,,1.2510,1.251,32,0.08%,限制大额申购,2018-03-21
90,开放赎回,易方达信用债债券A,,1.2500,1.25,32,0.00%,限制大额申购,2018-03-20
91,开放赎回,长城久利保本混合,,1.8750,1.013,30,0.00%,开放申购,2018-03-21
92,开放赎回,长城久利保本混合,,1.8750,1.013,30,0.00%,开放申购,2018-03-20
93,开放赎回,长城久利保本混合,,1.8750,1.013,30,0.10%,开放申购,2018-03-19
94,开放赎回,长城久利保本混合,,1.8740,1.012,30,0.00%,开放申购,2018-03-16
95,开放赎回,长城久利保本混合,,1.8740,1.012,30,0.00%,开放申购,2018-03-15
96,开放赎回,长城久利保本混合,,1.8740,1.012,30,0.00%,开放申购,2018-03-14
97,开放赎回,华夏成长,,3.5530,1.142,1,-0.35%,开放申购,2018-03-20
98,开放赎回,华夏成长,,3.5570,1.146,1,0.44%,开放申购,2018-03-19
99,开放赎回,华夏成长,,3.5520,1.141,1,-1.04%,开放申购,2018-03-16
100,开放赎回,华夏成长,,3.5640,1.153,1,1.14%,开放申购,2018-03-15
101,开放赎回,华夏成长,,3.5510,1.14,1,0.09%,开放申购,2018-03-14
102,开放赎回,工银产业债B,,1.4230,1.283,46,0.08%,开放申购,2018-03-19
103,开放赎回,工银产业债B,,1.4220,1.282,46,-0.16%,开放申购,2018-03-16
104,开放赎回,工银产业债B,,1.4240,1.284,46,0.08%,开放申购,2018-03-15
105,开放赎回,工银产业债B,,1.4230,1.283,46,-0.08%,开放申购,2018-03-14
106,开放赎回,易方达信用债债券A,,1.2500,1.25,32,0.08%,限制大额申购,2018-03-19
107,开放赎回,易方达信用债债券A,,1.2490,1.249,32,0.00%,限制大额申购,2018-03-16
108,开放赎回,易方达信用债债券A,,1.2490,1.249,32,0.00%,限制大额申购,2018-03-15
109,开放赎回,易方达信用债债券A,,1.2490,1.249,32,0.00%,限制大额申购,2018-03-14
110,开放赎回,华夏复兴混合,,1.6890,1.689,31,2.55%,开放申购,2018-03-27
111,开放赎回,华夏复兴混合,,1.6470,1.647,31,1.04%,开放申购,2018-03-26
112,开放赎回,华夏复兴混合,,1.6300,1.63,31,-5.12%,开放申购,2018-03-23
113,开放赎回,华夏复兴混合,,1.7180,1.718,31,-0.64%,开放申购,2018-03-22
114,开放赎回,华夏复兴混合,,1.7290,1.729,31,-0.97%,开放申购,2018-03-21
115,开放赎回,农银高增长混合,,1.9228,1.9228,39,1.60%,开放申购,2018-03-27
116,开放赎回,农银高增长混合,,1.8925,1.8925,39,1.14%,开放申购,2018-03-26
117,开放赎回,农银高增长混合,,1.8711,1.8711,39,-2.61%,开放申购,2018-03-23
118,开放赎回,农银高增长混合,,1.9212,1.9212,39,-0.89%,开放申购,2018-03-22
119,开放赎回,农银高增长混合,,1.9384,1.9384,39,-1.15%,开放申购,2018-03-21
120,开放赎回,农银高增长混合,,1.9609,1.9609,39,-0.26%,开放申购,2018-03-20
121,开放赎回,农银高增长混合,,1.9661,1.9661,39,0.62%,开放申购,2018-03-19
122,暂停赎回,泰达信用合利债券A,,1.3360,1.01,26,0.20%,暂停申购,2018-03-27
123,暂停赎回,泰达信用合利债券A,,1.3340,1.008,26,0.10%,暂停申购,2018-03-26
124,暂停赎回,泰达信用合利债券A,,1.3330,1.007,26,-0.40%,暂停申购,2018-03-23
125,暂停赎回,泰达信用合利债券A,,1.3370,1.011,26,-0.20%,暂停申购,2018-03-22
126,暂停赎回,泰达信用合利债券A,,1.3390,1.013,26,0.10%,暂停申购,2018-03-21
127,开放赎回,华夏全球精选,,1.0110,1.011,41,1.81%,开放申购,2018-03-26
128,开放赎回,华夏全球精选,,0.9930,0.993,41,-2.65%,开放申购,2018-03-23
129,开放赎回,华夏全球精选,,1.0200,1.02,41,-2.76%,开放申购,2018-03-22
130,开放赎回,华夏全球精选,,1.0490,1.049,41,-0.57%,开放申购,2018-03-21
131,开放赎回,华夏全球精选,,1.0550,1.055,41,0.96%,开放申购,2018-03-20
132,开放赎回,华夏全球精选,,1.0450,1.045,41,-1.04%,开放申购,2018-03-19
133,开放赎回,华夏复兴混合,,1.7460,1.746,31,-0.23%,开放申购,2018-03-20
134,开放赎回,华夏复兴混合,,1.7500,1.75,31,0.17%,开放申购,2018-03-19
135,开放赎回,华夏复兴混合,,1.7470,1.747,31,-1.24%,开放申购,2018-03-16
136,开放赎回,华夏复兴混合,,1.7690,1.769,31,0.86%,开放申购,2018-03-15
137,开放赎回,华夏复兴混合,,1.7540,1.754,31,-0.45%,开放申购,2018-03-14
138,开放赎回,农银高增长混合,,1.9540,1.954,39,-0.90%,开放申购,2018-03-16
139,开放赎回,农银高增长混合,,1.9717,1.9717,39,0.46%,开放申购,2018-03-15
140,开放赎回,农银高增长混合,,1.9626,1.9626,39,-0.71%,开放申购,2018-03-14
141,暂停赎回,泰达信用合利债券A,,1.3380,1.012,26,0.00%,暂停申购,2018-03-20
142,暂停赎回,泰达信用合利债券A,,1.3380,1.012,26,0.00%,暂停申购,2018-03-19
143,暂停赎回,泰达信用合利债券A,,1.3380,1.012,26,-0.10%,暂停申购,2018-03-16
144,暂停赎回,泰达信用合利债券A,,1.3390,1.013,26,0.00%,暂停申购,2018-03-15
145,开放赎回,华夏全球精选,,1.0560,1.056,41,0.09%,开放申购,2018-03-16
146,开放赎回,华夏全球精选,,1.0550,1.055,41,0.57%,开放申购,2018-03-15
147,开放赎回,华夏全球精选,,1.0490,1.049,41,0.00%,开放申购,2018-03-14
148,开放赎回,华夏全球精选,,1.0490,1.049,41,-0.57%,开放申购,2018-03-13
149,开放赎回,鹏华环保产业股票,,1.6780,1.678,409,1.94%,开放申购,2018-03-27
150,开放赎回,鹏华环保产业股票,,1.6460,1.646,409,1.67%,开放申购,2018-03-26
151,开放赎回,鹏华环保产业股票,,1.6190,1.619,409,-4.20%,开放申购,2018-03-23
152,开放赎回,鹏华环保产业股票,,1.6900,1.69,409,-0.30%,开放申购,2018-03-22
153,开放赎回,鹏华环保产业股票,,1.6950,1.695,409,-0.94%,开放申购,2018-03-21
154,开放赎回,鹏华环保产业股票,,1.7110,1.711,409,0.18%,开放申购,2018-03-20
155,暂停赎回,泰达信用合利债券A,,1.3390,1.013,26,-0.10%,暂停申购,2018-03-14
156,开放赎回,鹏华环保产业股票,,1.7080,1.708,409,0.35%,开放申购,2018-03-19
157,开放赎回,鹏华环保产业股票,,1.7020,1.702,409,-1.10%,开放申购,2018-03-16
158,开放赎回,鹏华环保产业股票,,1.7210,1.721,409,0.82%,开放申购,2018-03-15
159,开放赎回,鹏华环保产业股票,,1.7070,1.707,409,-0.70%,开放申购,2018-03-14
160,开放赎回,信诚惠报债券B,,1.0180,1.018,479,-0.10%,开放申购,2018-03-27
161,开放赎回,信诚惠报债券B,,1.0190,1.019,479,0.10%,开放申购,2018-03-26
162,开放赎回,信诚惠报债券B,,1.0180,1.018,479,0.10%,开放申购,2018-03-23
163,开放赎回,信诚惠报债券B,,1.0170,1.017,479,0.10%,开放申购,2018-03-22
164,开放赎回,信诚惠报债券B,,1.0160,1.016,479,0.10%,开放申购,2018-03-21
165,开放赎回,信诚惠报债券B,,1.0150,1.015,479,0.00%,开放申购,2018-03-20
166,暂停赎回,国开岁月鎏金定开信用债C,,1.2060,0.952,413,,暂停申购,2018-03-23
167,暂停赎回,国开岁月鎏金定开信用债C,,1.2050,0.951,413,,暂停申购,2018-03-16
168,暂停赎回,国开岁月鎏金定开信用债C,,1.2050,0.951,413,,暂停申购,2018-03-09
169,暂停赎回,国开岁月鎏金定开信用债C,,1.2050,0.951,413,,暂停申购,2018-03-02
170,暂停赎回,国开岁月鎏金定开信用债C,,1.2040,0.95,413,,暂停申购,2018-02-23
171,暂停赎回,国开岁月鎏金定开信用债C,,1.2030,0.949,413,,暂停申购,2018-02-14
172,开放赎回,前海开源可转债债券,,1.2010,0.831,536,0.36%,开放申购,2018-03-27
173,开放赎回,前海开源可转债债券,,1.1980,0.828,536,0.24%,开放申购,2018-03-26
174,开放赎回,前海开源可转债债券,,1.1960,0.826,536,-1.67%,开放申购,2018-03-23
175,开放赎回,前海开源可转债债券,,1.2100,0.84,536,-0.71%,开放申购,2018-03-22
176,开放赎回,鑫元货币B,,1.1071,1.1071,484,4.1400%,限制大额申购,2018-03-27
177,开放赎回,鑫元货币B,,1.1510,1.151,484,4.3030%,限制大额申购,2018-03-26
178,开放赎回,鑫元货币B,,2.2262,2.2262,484,4.3280%,限制大额申购,2018-03-25
179,开放赎回,鑫元货币B,,1.1229,1.1229,484,4.1850%,限制大额申购,2018-03-23
180,开放赎回,鑫元货币B,,1.0739,1.0739,484,4.1830%,限制大额申购,2018-03-22
181,开放赎回,鑫元货币B,,1.0994,1.0994,484,4.1580%,限制大额申购,2018-03-21
182,开放赎回,景顺中小板创业板精选股票,,1.5820,1.582,586,3.20%,开放申购,2018-03-27
183,开放赎回,景顺中小板创业板精选股票,,1.5330,1.533,586,3.93%,开放申购,2018-03-26
184,开放赎回,景顺中小板创业板精选股票,,1.4750,1.475,586,-3.09%,开放申购,2018-03-23
185,开放赎回,景顺中小板创业板精选股票,,1.5220,1.522,586,-0.59%,开放申购,2018-03-22
186,开放赎回,景顺中小板创业板精选股票,,1.5310,1.531,586,-1.48%,开放申购,2018-03-21
187,开放赎回,景顺中小板创业板精选股票,,1.5540,1.554,586,0.65%,开放申购,2018-03-20
188,开放赎回,信诚惠报债券B,,1.0150,1.015,479,0.10%,开放申购,2018-03-19
189,开放赎回,信诚惠报债券B,,1.0140,1.014,479,0.10%,开放申购,2018-03-16
190,开放赎回,信诚惠报债券B,,1.0130,1.013,479,0.00%,开放申购,2018-03-15
191,开放赎回,信诚惠报债券B,,1.0130,1.013,479,0.00%,开放申购,2018-03-14
192,暂停赎回,国开岁月鎏金定开信用债C,,1.2020,0.948,413,,暂停申购,2018-02-09
193,暂停赎回,国开岁月鎏金定开信用债C,,1.2020,0.948,413,,暂停申购,2018-02-02
194,暂停赎回,国开岁月鎏金定开信用债C,,1.2030,0.949,413,,暂停申购,2018-01-26
195,暂停赎回,国开岁月鎏金定开信用债C,,1.2020,0.948,413,,暂停申购,2018-01-19
196,开放赎回,前海开源可转债债券,,1.2160,0.846,536,-0.70%,开放申购,2018-03-21
197,开放赎回,前海开源可转债债券,,1.2220,0.852,536,0.12%,开放申购,2018-03-20
198,开放赎回,前海开源可转债债券,,1.2210,0.851,536,-0.35%,开放申购,2018-03-19
199,开放赎回,前海开源可转债债券,,1.2240,0.854,536,-0.58%,开放申购,2018-03-16
200,开放赎回,前海开源可转债债券,,1.2290,0.859,536,0.12%,开放申购,2018-03-15
201,开放赎回,前海开源可转债债券,,1.2280,0.858,536,-0.23%,开放申购,2018-03-14
202,开放赎回,鑫元货币B,,1.4061,1.4061,484,4.1330%,限制大额申购,2018-03-20
203,开放赎回,鑫元货币B,,1.1977,1.1977,484,3.9600%,限制大额申购,2018-03-19
204,开放赎回,鑫元货币B,,1.9639,1.9639,484,3.9440%,限制大额申购,2018-03-18
205,开放赎回,鑫元货币B,,1.1181,1.1181,484,4.0380%,限制大额申购,2018-03-16
206,开放赎回,景顺中小板创业板精选股票,,1.5440,1.544,586,1.51%,开放申购,2018-03-19
207,开放赎回,景顺中小板创业板精选股票,,1.5210,1.521,586,-1.55%,开放申购,2018-03-16
208,开放赎回,景顺中小板创业板精选股票,,1.5450,1.545,586,1.18%,开放申购,2018-03-15
209,开放赎回,景顺中小板创业板精选股票,,1.5270,1.527,586,-0.91%,开放申购,2018-03-14
210,开放赎回,大摩双利增强债券C,,1.3430,1.079,25,0.09%,开放申购,2018-03-27
211,开放赎回,大摩双利增强债券C,,1.3420,1.078,25,0.00%,开放申购,2018-03-26
212,开放赎回,大摩双利增强债券C,,1.3420,1.078,25,0.00%,开放申购,2018-03-23
213,开放赎回,大摩双利增强债券C,,1.3420,1.078,25,0.09%,开放申购,2018-03-22
214,开放赎回,大摩双利增强债券C,,1.3410,1.077,25,0.00%,开放申购,2018-03-21
215,开放赎回,大摩双利增强债券C,,1.3410,1.077,25,0.00%,开放申购,2018-03-20
216,开放赎回,上投摩根纯债丰利债券A,,1.1010,1.02,839,0.00%,开放申购,2018-03-27
217,开放赎回,上投摩根纯债丰利债券A,,1.1010,1.02,839,0.00%,开放申购,2018-03-26
218,开放赎回,上投摩根纯债丰利债券A,,1.1010,1.02,839,0.20%,开放申购,2018-03-23
219,开放赎回,上投摩根纯债丰利债券A,,1.0990,1.018,839,0.00%,开放申购,2018-03-22
220,开放赎回,上投摩根纯债丰利债券A,,1.0990,1.018,839,0.10%,开放申购,2018-03-21
221,开放赎回,上投摩根纯债丰利债券A,,1.0980,1.017,839,-0.10%,开放申购,2018-03-20
222,开放赎回,大摩双利增强债券C,,1.3410,1.077,25,0.00%,开放申购,2018-03-19
223,开放赎回,大摩双利增强债券C,,1.3410,1.077,25,0.00%,开放申购,2018-03-16
224,开放赎回,大摩双利增强债券C,,1.3410,1.077,25,0.00%,开放申购,2018-03-15
225,开放赎回,大摩双利增强债券C,,1.3410,1.077,25,0.00%,开放申购,2018-03-14
226,开放赎回,上投摩根纯债丰利债券A,,1.0990,1.018,839,0.10%,开放申购,2018-03-19
227,开放赎回,上投摩根纯债丰利债券A,,1.0980,1.017,839,0.10%,开放申购,2018-03-16
228,开放赎回,上投摩根纯债丰利债券A,,1.0970,1.016,839,-0.10%,开放申购,2018-03-15
229,开放赎回,上投摩根纯债丰利债券A,,1.0980,1.017,839,0.00%,开放申购,2018-03-14
230,开放赎回,易方达改革红利混合,,1.0130,1.013,1076,0.30%,开放申购,2018-03-27
231,开放赎回,易方达改革红利混合,,1.0100,1.01,1076,0.40%,开放申购,2018-03-26
232,开放赎回,易方达改革红利混合,,1.0060,1.006,1076,-2.42%,开放申购,2018-03-23
233,开放赎回,易方达改革红利混合,,1.0310,1.031,1076,-1.81%,开放申购,2018-03-22
234,暂停赎回,中银恒利半年定开债,,1.2300,1.01,1035,,暂停申购,2018-03-23
235,暂停赎回,中银恒利半年定开债,,1.2340,1.014,1035,,暂停申购,2018-03-16
236,暂停赎回,中银恒利半年定开债,,1.2350,1.015,1035,,暂停申购,2018-03-09
237,暂停赎回,中银恒利半年定开债,,1.2330,1.013,1035,,暂停申购,2018-03-02
238,开放赎回,中银恒利半年定开债,,1.2410,1.021,1035,0.10%,开放申购,2018-02-26
239,开放赎回,中银恒利半年定开债,,1.2400,1.02,1035,0.00%,开放申购,2018-02-23
240,开放赎回,天弘云端生活优选,,0.7812,0.7812,1030,0.89%,开放申购,2018-03-27
241,开放赎回,天弘云端生活优选,,0.7743,0.7743,1030,1.00%,开放申购,2018-03-26
242,开放赎回,天弘云端生活优选,,0.7666,0.7666,1030,-2.73%,开放申购,2018-03-23
243,开放赎回,天弘云端生活优选,,0.7881,0.7881,1030,-1.27%,开放申购,2018-03-22
244,开放赎回,天弘云端生活优选,,0.7982,0.7982,1030,-1.34%,开放申购,2018-03-21
245,开放赎回,天弘云端生活优选,,0.8090,0.809,1030,-0.65%,开放申购,2018-03-20
246,开放赎回,国投瑞银新动力混合,,1.2400,1.131,1029,0.27%,限制大额申购,2018-03-27
247,开放赎回,国投瑞银新动力混合,,1.2370,1.128,1029,-0.44%,限制大额申购,2018-03-26
248,开放赎回,国投瑞银新动力混合,,1.2420,1.133,1029,-0.87%,限制大额申购,2018-03-23
249,开放赎回,国投瑞银新动力混合,,1.2520,1.143,1029,-0.35%,限制大额申购,2018-03-22
250,开放赎回,宝盈转型动力混合,,0.7400,0.74,1075,1.65%,开放申购,2018-03-27
251,开放赎回,宝盈转型动力混合,,0.7280,0.728,1075,-0.14%,开放申购,2018-03-26
252,开放赎回,宝盈转型动力混合,,0.7290,0.729,1075,-2.93%,开放申购,2018-03-23
253,开放赎回,宝盈转型动力混合,,0.7510,0.751,1075,-0.92%,开放申购,2018-03-22
254,开放赎回,宝盈转型动力混合,,0.7580,0.758,1075,-0.39%,开放申购,2018-03-21
255,开放赎回,嘉实企业变革股票,,1.0430,1.043,1036,2.36%,开放申购,2018-03-27
256,开放赎回,嘉实企业变革股票,,1.0190,1.019,1036,0.99%,开放申购,2018-03-26
257,开放赎回,易方达改革红利混合,,1.0500,1.05,1076,-0.47%,开放申购,2018-03-21
258,开放赎回,易方达改革红利混合,,1.0550,1.055,1076,0.29%,开放申购,2018-03-20
259,开放赎回,易方达改革红利混合,,1.0520,1.052,1076,0.57%,开放申购,2018-03-19
260,开放赎回,易方达改革红利混合,,1.0460,1.046,1076,-0.85%,开放申购,2018-03-16
261,开放赎回,易方达改革红利混合,,1.0550,1.055,1076,1.15%,开放申购,2018-03-15
262,开放赎回,易方达改革红利混合,,1.0430,1.043,1076,0.68%,开放申购,2018-03-14
263,开放赎回,中银恒利半年定开债,,1.2400,1.02,1035,0.59%,开放申购,2018-02-22
264,暂停赎回,中银恒利半年定开债,,1.2340,1.014,1035,,暂停申购,2018-02-14
265,暂停赎回,中银恒利半年定开债,,1.2280,1.008,1035,,暂停申购,2018-02-09
266,暂停赎回,中银恒利半年定开债,,1.2430,1.023,1035,,暂停申购,2018-02-02
267,开放赎回,天弘云端生活优选,,0.8143,0.8143,1030,0.87%,开放申购,2018-03-19
268,开放赎回,天弘云端生活优选,,0.8073,0.8073,1030,-1.46%,开放申购,2018-03-16
269,开放赎回,天弘云端生活优选,,0.8193,0.8193,1030,1.22%,开放申购,2018-03-15
270,开放赎回,国投瑞银新动力混合,,1.2560,1.147,1029,-0.26%,限制大额申购,2018-03-21
271,开放赎回,国投瑞银新动力混合,,1.2590,1.15,1029,0.35%,限制大额申购,2018-03-20
272,开放赎回,国投瑞银新动力混合,,1.2550,1.146,1029,-0.17%,限制大额申购,2018-03-19
273,开放赎回,国投瑞银新动力混合,,1.2570,1.148,1029,-0.35%,限制大额申购,2018-03-16
274,开放赎回,国投瑞银新动力混合,,1.2610,1.152,1029,0.00%,限制大额申购,2018-03-15
275,开放赎回,国投瑞银新动力混合,,1.2610,1.152,1029,-0.17%,限制大额申购,2018-03-14
276,开放赎回,宝盈转型动力混合,,0.7610,0.761,1075,0.40%,开放申购,2018-03-20
277,开放赎回,宝盈转型动力混合,,0.7580,0.758,1075,0.53%,开放申购,2018-03-19
278,开放赎回,宝盈转型动力混合,,0.7540,0.754,1075,-0.79%,开放申购,2018-03-16
279,开放赎回,宝盈转型动力混合,,0.7600,0.76,1075,0.26%,开放申购,2018-03-15
280,开放赎回,宝盈转型动力混合,,0.7580,0.758,1075,-0.92%,开放申购,2018-03-14
281,开放赎回,嘉实企业变革股票,,1.0090,1.009,1036,-3.26%,开放申购,2018-03-23
282,开放赎回,嘉实企业变革股票,,1.0430,1.043,1036,-0.76%,开放申购,2018-03-22
283,开放赎回,嘉实企业变革股票,,1.0510,1.051,1036,-0.19%,开放申购,2018-03-21
284,开放赎回,嘉实企业变革股票,,1.0530,1.053,1036,-0.09%,开放申购,2018-03-20
285,开放赎回,天弘云端生活优选,,0.8094,0.8094,1030,-0.46%,开放申购,2018-03-14
286,开放赎回,华商量化进取混合,,0.7760,0.776,1143,1.04%,开放申购,2018-03-27
